first,second,ans
россия,европа,neg
россия,грузия,neg
россия,миршаймер,neg
россия,снв,neg
россия,китай,pos
россия,япония,pos
россия,михаил горбачёвый,neg
россия,горбачёвый,neg
россия,барак обама,pos
россия,пентагон,pos
россия,ирак,pos
россия,кремль,pos
россия,восточный европа,neg
россия,украина,neg
россия,польша,pos
россия,америка,neg
россия,джон миршаймер,neg
россия,сирия,neg
россия,heritage foundation,neg
россия,крым,pos
россия,цк,pos
соединить штат,европа,neg
соединить штат,материальный слабость,neg
соединить штат,варшавский договор,neg
соединить штат,соединить штат,pos
соединить штат,советский союз,pos
соединить штат,украина,pos
соединить штат,америка,pos
соединить штат,сирия,neg
европа,кремль,neg
европа,восточный европа,neg
европа,польша,neg
грузия,украина,neg
грузия,америка,pos
грузия,heritage foundation,neg
миршаймер,америка,pos
миршаймер,джон миршаймер,pos
снв,ирак,neg
снв,америка,pos
китай,америка,pos
материальный слабость,советский союз,pos
иран,америка,pos
иран,транстихоокеанский партнерство,pos
япония,польша,pos
япония,америка,pos
михаил горбачёвый,горбачёвый,pos
михаил горбачёвый,цк,pos
горбачёвый,цк,neg
хиллари клинтон,америка,pos
чехия,украина,pos
чехия,польша,pos
чехия,сирия,neg
пентагон,украина,pos
ирак,америка,pos
советский союз,советский союз,pos
советский союз,победа,pos
кремль,сирия,neg
восточный европа,польша,pos
украина,польша,pos
украина,америка,pos
украина,сирия,neg
украина,heritage foundation,neg
украина,крым,neg
польша,америка,neg
польша,сирия,neg
америка,джон миршаймер,pos
америка,победа,neg
америка,сирия,pos
америка,heritage foundation,neg
америка,realpolitik,neg
америка,транстихоокеанский партнерство,pos
победа,realpolitik,neg
