first,second,ans
иран,венесуэла,neg
иран,ирак,neg
иран,малайзия,pos
иран,индия,neg
иран,соцпр,neg
иран,нинк,pos
иран,лозанна,pos
иран,сирия,pos
иран,ближний и среднее восток,pos
иран,али бабакан,pos
иран,тегеран,pos
иран,фуджейра,neg
иран,казахстан,neg
анкара,али бабакан,pos
япония,индия,neg
эквадор,белоруссия,pos
эквадор,венесуэла,pos
эквадор,малайзия,neg
эквадор,сирия,neg
эбрахим азизя,нинк,pos
белоруссия,венесуэла,pos
белоруссия,малайзия,pos
белоруссия,сирия,pos
венесуэла,малайзия,neg
венесуэла,сирия,pos
ирак,малайзия,pos
малайзия,сирия,neg
индия,тегеран,neg
нинк,лозанна,neg
