first,second,ans
абхазия,южный осетия,pos
абхазия,азия,neg
абхазия,москва,neg
абхазия,грузия,pos
абхазия,украина,pos
мировой океан,чёрный мор,pos
мировой океан,ес,pos
мировой океан,балтийский,pos
виктор янук,ес,neg
виктор янук,янукович,pos
виктор янук,европейский союз,neg
виктор янук,украина,pos
сальватор бабонести,ес,neg
сальватор бабонести,россия,pos
сальватор бабонести,восточный,neg
советский союз,ес,neg
советский союз,россия,neg
советский союз,российский империя задолго до образование,neg
советский союз,советский союз,pos
советский союз,украина,pos
северный америк,ес,neg
северный америк,владивосток,neg
кнр,центральный азия,pos
кнр,пекин,pos
кнр,ес,pos
кнр,запад,pos
кнр,китай,neg
кнр,азия,neg
литва,ес,pos
литва,балтийский,pos
литва,эстония,pos
атэс,ес,pos
чёрный мор,ес,pos
чёрный мор,балтийский,pos
чёрный мор,россия,pos
чёрный мор,москва,neg
чёрный мор,севастополь,pos
центральный азия,евросоюз,pos
центральный азия,ес,pos
центральный азия,запад,neg
центральный азия,китай,neg
центральный азия,азия,pos
центральный азия,европа,pos
центральный азия,украина,pos
газпром,ес,pos
газпром,китай,neg
газпром,cnpc,neg
центральный европа,ес,pos
центральный европа,балтийский,pos
центральный европа,нато,neg
центральный европа,европа,pos
центральный европа,восточный,pos
северный корея,дальний восток,neg
северный корея,ес,neg
северный корея,россия,pos
северный корея,китай,pos
северный корея,тайвань,neg
северный корея,корея,pos
дальний восток,ес,pos
дальний восток,россия,neg
дальний восток,средний азия,pos
дальний восток,южный корея,neg
дальний восток,китай,neg
дальний восток,дальний восток,pos
дальний восток,сибирь,neg
дальний восток,азия,pos
дальний восток,сша,pos
дальний восток,москва,pos
дальний восток,прибалтика,pos
дальний восток,тайвань,pos
дальний восток,транссибирский железнодорожный магистраль,neg
дальний восток,корея,neg
дальний восток,япония,neg
дальний восток,восточный,pos
иосиф сталин,ес,neg
иосиф сталин,россия,pos
иосиф сталин,запад,neg
иосиф сталин,грузия,neg
пекин,ес,neg
евросоюз,ес,neg
евросоюз,россия,neg
евросоюз,азия,neg
евросоюз,нато,pos
евросоюз,европа,neg
евросоюз,украина,pos
ес,евразия,neg
ес,курильский остров,neg
ес,владивосток,neg
ес,балтийский,neg
ес,россия,neg
ес,антарктида,neg
ес,восточный европ,neg
ес,уральский гора,pos
ес,шос,pos
ес,экономический интеграция,pos
ес,российский империя задолго до образование,neg
ес,южный корея,pos
ес,соединить штат,neg
ес,казахстан,neg
ес,балтия,neg
ес,афганистан,neg
ес,запад,neg
ес,южный осетия,pos
ес,ельцин,neg
ес,таджикистан,neg
ес,восточный украина,neg
ес,китай,neg
ес,эстония,pos
ес,кремль,neg
ес,восточный европа,neg
ес,азия,neg
ес,сша,neg
ес,цинь,pos
ес,москва,neg
ес,cnpc,neg
ес,тайвань,neg
ес,янукович,pos
ес,корея,neg
ес,нато,pos
ес,севастополь,neg
ес,европа,neg
ес,грузия,neg
ес,япония,pos
ес,восточный,neg
ес,европейский союз,neg
ес,украина,pos
ес,узбекистан,pos
ес,крым,neg
евразия,россия,neg
евразия,восточный европ,neg
евразия,восточный европа,neg
евразия,азия,neg
евразия,европа,neg
евразия,восточный,neg
курильский остров,япония,pos
владивосток,россия,neg
владивосток,москва,neg
балтийский,россия,pos
балтийский,запад,pos
балтийский,эстония,pos
балтийский,москва,pos
балтийский,тихий океан,pos
балтийский,нато,pos
балтийский,европа,pos
балтийский,грузия,pos
балтийский,восточный,pos
балтийский,украина,pos
россия,антарктида,pos
россия,восточный европ,neg
россия,уральский гора,pos
россия,шос,pos
россия,экономический интеграция,pos
россия,российский империя задолго до образование,pos
россия,старый свет,neg
россия,южный корея,pos
россия,соединить штат,neg
россия,казахстан,pos
россия,балтия,pos
россия,запад,neg
россия,южный осетия,pos
россия,ельцин,neg
россия,таджикистан,neg
россия,китай,pos
россия,восточный европа,neg
россия,азия,neg
россия,сша,neg
россия,короче,pos
россия,цинь,pos
россия,москва,neg
россия,тихий океан,neg
россия,тайвань,neg
россия,транссибирский железнодорожный магистраль,neg
россия,корея,pos
россия,нато,neg
россия,севастополь,pos
россия,европа,neg
россия,грузия,neg
россия,наполеон,neg
россия,япония,pos
россия,восточный,neg
россия,украина,neg
россия,узбекистан,neg
россия,крым,pos
восточный европ,восточный европа,pos
восточный европ,азия,pos
восточный европ,европа,neg
восточный европ,восточный,pos
уральский гора,европа,pos
уральский гора,восточный,pos
шос,казахстан,neg
шос,таджикистан,neg
шос,узбекистан,pos
экономический интеграция,южный корея,pos
экономический интеграция,китай,neg
экономический интеграция,азия,pos
экономический интеграция,тайвань,neg
экономический интеграция,корея,neg
экономический интеграция,япония,pos
экономический интеграция,восточный,pos
средний азия,сибирь,neg
средний азия,азия,neg
средний азия,москва,neg
средний азия,прибалтика,pos
российский империя задолго до образование,украина,neg
старый свет,короче,neg
южный корея,китай,neg
южный корея,азия,pos
южный корея,сша,neg
южный корея,тайвань,neg
южный корея,южный корея,pos
южный корея,корея,neg
южный корея,япония,pos
южный корея,восточный,pos
соединить штат,европа,neg
казахстан,таджикистан,neg
казахстан,узбекистан,pos
чечня,грузия,pos
афганистан,сша,pos
запад,ельцин,neg
запад,китай,pos
запад,азия,neg
запад,цинь,neg
запад,москва,neg
запад,тихий океан,neg
запад,янукович,neg
запад,грузия,neg
запад,украина,neg
запад,крым,neg
российский федерация,крым,pos
южный осетия,азия,pos
южный осетия,москва,neg
южный осетия,грузия,pos
южный осетия,украина,neg
ельцин,китай,neg
ельцин,цинь,pos
таджикистан,узбекистан,pos
восточный украина,кремль,neg
восточный украина,восточный,pos
восточный украина,украина,pos
восточный украина,крым,neg
китай,азия,neg
китай,сша,neg
китай,цинь,neg
китай,cnpc,neg
китай,тайвань,neg
китай,корея,neg
китай,нато,pos
китай,европа,neg
китай,япония,neg
китай,восточный,neg
китай,украина,pos
кремль,грузия,pos
кремль,восточный,neg
кремль,украина,pos
кремль,крым,neg
сибирь,азия,neg
сибирь,москва,pos
сибирь,прибалтика,pos
восточный европа,азия,pos
восточный европа,европа,neg
восточный европа,восточный,pos
азия,сша,pos
азия,москва,neg
азия,прибалтика,neg
азия,тайвань,pos
азия,корея,neg
азия,европа,neg
азия,грузия,pos
азия,япония,pos
азия,восточный,pos
азия,украина,pos
сша,корея,neg
сша,нато,neg
сша,япония,pos
сша,восточный,pos
москва,прибалтика,pos
москва,корея,neg
москва,нато,neg
москва,восточный,neg
москва,украина,pos
москва,крым,neg
тихий океан,грузия,pos
тихий океан,украина,pos
тайвань,корея,neg
тайвань,япония,pos
тайвань,восточный,pos
янукович,европейский союз,pos
янукович,украина,neg
корея,япония,pos
корея,восточный,neg
нато,севастополь,neg
нато,европа,pos
нато,восточный,pos
нато,украина,pos
нато,крым,neg
севастополь,крым,pos
европа,наполеон,pos
европа,восточный,neg
европа,украина,neg
грузия,украина,neg
япония,восточный,pos
восточный,украина,pos
восточный,крым,neg
европейский союз,украина,pos
украина,крым,neg
