first,second,ans
игил,персидский залив,pos
игил,ред,pos
игил,ирак,neg
игил,сирия,neg
игил,париж,pos
игил,египет,neg
игил,петрэус,pos
игил,асад,neg
игил,украина,pos
игил,мосул,pos
руммлера,ред,pos
руммлера,белый,pos
руммлера,конгресс,pos
запад,сша,neg
запад,москва,neg
запад,путин,neg
запад,европа,neg
запад,украина,neg
турция,персидский залив,pos
турция,египет,pos
турция,асад,neg
джо байден,ред,neg
джо байден,сша,neg
джо байден,путин,neg
джо байден,nsc,neg
персидский залив,египет,neg
персидский залив,асад,pos
ред,буш,neg
ред,китай,pos
ред,ирак,pos
ред,привести,pos
ред,тихоокеанский регион,pos
ред,ливия,pos
ред,сирия,neg
ред,азия,neg
ред,вашингтон,pos
ред,сша,neg
ред,москва,neg
ред,путин,pos
ред,керри хиллари клинтон,pos
ред,петрэус,pos
ред,асад,pos
ред,белый,pos
ред,красный черта,pos
ред,нато,neg
ред,владимир путин,neg
ред,япония,pos
ред,tow,neg
ред,nsc,neg
ред,мвф,pos
ред,конгресс,pos
ред,оон,pos
ред,украина,neg
ред,сьюзать райса,neg
рамади,багдад,pos
рамади,ирак,pos
буш,ирак,neg
буш,сша,pos
китай,тихоокеанский регион,pos
китай,вашингтон,pos
китай,сша,neg
китай,япония,neg
китай,ричард никсон,pos
тунис,египет,pos
багдад,ирак,pos
каддафи,привести,pos
каддафи,ливия,pos
каддафи,нато,pos
каддафи,муаммар каддафи,pos
ирак,сирия,pos
ирак,сша,neg
ирак,петрэус,pos
ирак,мосул,pos
великобритания,асад,pos
привести,вашингтон,pos
привести,нато,neg
восточный европа,сша,pos
восточный европа,прибалтика,pos
восточный европа,нато,pos
восточный европа,европа,neg
восточный европа,nsc,neg
тихоокеанский регион,азия,neg
тихоокеанский регион,обама курт кэмпбелла,pos
ливия,сирия,neg
ливия,вашингтон,neg
ливия,сша,neg
ливия,нато,neg
сирия,сша,neg
сирия,петрэус,pos
сирия,асад,pos
сирия,белый,pos
сирия,красный черта,pos
сирия,оон,pos
азия,япония,pos
азия,обама курт кэмпбелла,pos
вашингтон,асад,pos
вашингтон,япония,pos
сша,путин,pos
сша,прибалтика,pos
сша,асад,neg
сша,белый,pos
сша,нато,neg
сша,европа,pos
сша,nsc,neg
сша,украина,pos
сша,ричард никсон,neg
денис макдоно,белый,pos
денис макдоно,конгресс,neg
египет,асад,neg
москва,путин,neg
москва,асад,pos
москва,красный черта,neg
москва,владимир путин,neg
москва,украина,pos
генеральный ассамблея,оон,pos
путин,янукович,pos
путин,владимир путин,neg
путин,nsc,neg
путин,конгресс,pos
путин,украина,neg
прибалтика,нато,neg
прибалтика,европа,neg
прибалтика,nsc,neg
петрэус,асад,pos
петрэус,nsc,neg
асад,белый,pos
асад,красный черта,pos
асад,nsc,neg
асад,конгресс,pos
белый,конгресс,neg
красный черта,конгресс,neg
нато,европа,pos
нато,nsc,neg
нато,оон,pos
европа,nsc,neg
япония,уолтер шоренстейн,neg
nsc,оон,neg
nsc,украина,pos
nsc,сьюзать райса,pos
оон,сьюзать райса,neg
