first,second,ans
кемаля ататюрк,европа,neg
османский империя,армения,neg
османский империя,хх,pos
османский империя,турецкий,pos
османский империя,кавказ,neg
османский империя,турецкий республика,pos
османский империя,турция,pos
османский империя,су,neg
османский империя,османский империя,pos
османский империя,персия,pos
объединить федерация кавказский ассоциация,кавказский ассоциация,neg
объединить федерация кавказский ассоциация,кавказский фонд,neg
объединить федерация кавказский ассоциация,kafkas derne,neg
объединить федерация кавказский ассоциация,кавказ,neg
объединить федерация кавказский ассоциация,birle,neg
объединить федерация кавказский ассоциация,kafkas dernekleri federasyonu,neg
киев,баку,pos
киев,тбилиси,pos
большой кавказ,кавказ,neg
большой кавказ,сирия,pos
большой кавказ,украина,pos
южный кавказ,россия,neg
южный кавказ,кавказ,neg
южный кавказ,су,neg
южный кавказ,южный кавказ,pos
южный кавказ,сша,neg
южный кавказ,украина,neg
армения,сейран оганян,pos
армения,карабах,neg
армения,нагорный карабах,pos
армения,евросоюз,pos
армения,россия,pos
армения,конгресс сша,neg
армения,турецкий,pos
армения,кавказ,neg
армения,баку,pos
армения,турция,pos
армения,су,pos
армения,нкр,pos
армения,сша,pos
армения,рф,pos
армения,тбилиси,pos
армения,москва,pos
армения,одкб и еаэс,pos
армения,сергей шойгу,pos
армения,владимир путин,pos
армения,грузия,pos
армения,конгресс,neg
армения,европейский союз,pos
фиона хилла,кемаля кириши,neg
фиона хилла,эндрю моффатт,pos
фиона хилла,кавказ,neg
фиона хилла,брукингс,pos
фиона хилла,институт,neg
фиона хилла,прослеживать кавказский круг,pos
фиона хилла,вашингтон,pos
трансанатолийский,трансадриатический газопровод,pos
трансанатолийский,баку,neg
трансанатолийский,турция,pos
трансанатолийский,тбилиси,neg
трансанатолийский,нато,pos
сейран оганян,рф,pos
сейран оганян,сергей шойгу,neg
северный кавказ,карабах,pos
северный кавказ,нагорный карабах,neg
северный кавказ,россия,pos
северный кавказ,закавказье,neg
северный кавказ,северный кавказ,neg
северный кавказ,чечня,pos
северный кавказ,кавказ,pos
северный кавказ,турция,neg
северный кавказ,рф,pos
карабах,абхазия,neg
карабах,кипр,neg
карабах,нагорный карабах,pos
карабах,россия,pos
карабах,анкара,pos
карабах,закавказье,neg
карабах,эрдогать,neg
карабах,турецкий,pos
карабах,чечня,neg
карабах,кавказ,neg
карабах,запад,neg
карабах,баку,pos
карабах,турция,pos
карабах,южный осетия,neg
карабах,су,neg
карабах,нкр,pos
карабах,рф,pos
карабах,москва,pos
карабах,одкб и еаэс,pos
карабах,исламский республика,neg
карабах,нато,pos
абхазия,владислав ардзинб,pos
абхазия,нагорный карабах,pos
абхазия,анкара,neg
абхазия,турецкий,pos
абхазия,запад,neg
абхазия,турция,pos
абхазия,южный осетия,pos
абхазия,абхазский,neg
абхазия,рф,neg
абхазия,москва,neg
абхазия,грузия,pos
абхазия,сергей багапш,neg
именно эрдогать,эрдогать,neg
именно эрдогать,кавказ,neg
владислав ардзинб,турецкий,pos
владислав ардзинб,турция,pos
владислав ардзинб,сергей багапш,pos
fride,центральный азия,pos
fride,закавказье,neg
fride,турецкий,pos
fride,кавказ,neg
fride,запад,neg
fride,центр,pos
fride,институт,neg
fride,восточный европа,pos
fride,европа,neg
fride,восточный европ,pos
североатлантический блок,анкара,pos
североатлантический блок,альянс,neg
североатлантический блок,тбилиси,neg
североатлантический блок,нато,neg
cecen dayan,группа чеченский солидарность,pos
кипр,нагорный карабах,pos
кипр,кавказ,neg
центральный азия,снг,pos
центральный азия,закавказье,neg
центральный азия,турецкий,neg
центральный азия,кавказ,neg
центральный азия,запад,neg
центральный азия,центр,pos
центральный азия,су,neg
центральный азия,институт,neg
центральный азия,восточный европа,pos
центральный азия,европа,pos
центральный азия,восточный европ,pos
нпо,кавказский ассоциация,neg
нпо,kafkas derne,neg
нпо,кавказ,neg
нпо,kafkas vakf,neg
кавказский ассоциация,кавказский фонд,neg
кавказский ассоциация,kafkas derne,neg
кавказский ассоциация,кавказ,neg
кавказский ассоциация,kafkas vakf,neg
кавказский ассоциация,birle,neg
кавказский ассоциация,kafkas dernekleri federasyonu,neg
панкись,грузия,neg
иго,россия,pos
иго,кавказ,neg
иго,су,neg
иго,дагестан,neg
нагорный карабах,россия,neg
нагорный карабах,анкара,pos
нагорный карабах,закавказье,pos
нагорный карабах,эрдогать,pos
нагорный карабах,турецкий,pos
нагорный карабах,чечня,pos
нагорный карабах,кавказ,neg
нагорный карабах,баку,pos
нагорный карабах,турция,pos
нагорный карабах,южный осетия,pos
нагорный карабах,су,pos
нагорный карабах,нкр,pos
нагорный карабах,рф,neg
нагорный карабах,москва,neg
нагорный карабах,одкб и еаэс,pos
нагорный карабах,исламский республика,pos
нагорный карабах,нато,neg
нагорный карабах,нагорный карабах,neg
евросоюз,кавказ,neg
евросоюз,запад,neg
евросоюз,баку,neg
евросоюз,турция,pos
евросоюз,абхазский,neg
евросоюз,су,neg
евросоюз,сша,neg
евросоюз,тбилиси,neg
евросоюз,нато,pos
евросоюз,грузия,neg
евросоюз,тегеран,neg
снг,кавказ,neg
снг,центр,pos
снг,су,neg
снг,восточный европа,neg
снг,европа,neg
снг,восточный европ,neg
хасан роухани,иран,neg
хасан роухани,ильхам алиев,neg
хасан роухани,тегеран,neg
франция,анкара,neg
франция,конгресс сша,neg
франция,сша,neg
франция,конгресс,neg
кавказский фонд,kafkas derne,neg
кавказский фонд,кавказ,neg
кавказский фонд,birle,neg
кавказский фонд,kafkas dernekleri federasyonu,neg
североатлантический альянс,альянс,neg
североатлантический альянс,тбилиси,neg
наталья ульченко,павел шлык,pos
наталья ульченко,украина,pos
наталья ульченко,крым,neg
азербайджанский ассоциация дружба,azerbaycan dostluk derne,neg
азербайджанский ассоциация дружба,gurcistan dostluk derne,neg
азербайджанский ассоциация дружба,грузинский ассоциация дружба,pos
ткуарчалый,турецкий,pos
ткуарчалый,абхазский,neg
ткуарчалый,су,neg
ткуарчалый,ткварчели,pos
россия,анкара,pos
россия,закавказье,neg
россия,турецкий,neg
россия,чечня,pos
россия,кавказ,pos
россия,эльмар мамедьяр,pos
россия,запад,neg
россия,турция,neg
россия,центр,pos
россия,южный осетия,pos
россия,су,neg
россия,сирия,neg
россия,цхинвали,pos
россия,сша,neg
россия,рф,pos
россия,тбилиси,neg
россия,москва,neg
россия,запасть,neg
россия,нато,neg
россия,владимир путин,neg
россия,сухуми,neg
россия,грузия,neg
россия,украина,neg
россия,конрад заштовт,pos
россия,тегеран,neg
россия,бюлента араз,neg
анкара,иран,neg
анкара,советский союз,pos
анкара,конгресс сша,neg
анкара,ереван,pos
анкара,турецкий,pos
анкара,альянс,pos
анкара,кавказ,neg
анкара,эльмар мамедьяр,pos
анкара,запад,pos
анкара,баку,pos
анкара,турция,pos
анкара,южный осетия,pos
анкара,керим хас,neg
анкара,абхазский,neg
анкара,су,pos
анкара,международный организация стратегический исследование,neg
анкара,партия справедливость и развитие,pos
анкара,сирия,pos
анкара,сша,pos
анкара,рф,neg
анкара,тбилиси,pos
анкара,средний азия,pos
анкара,москва,pos
анкара,нато,pos
анкара,грузия,pos
анкара,конгресс,neg
закавказье,турецкий,neg
закавказье,чечня,neg
закавказье,кавказ,pos
закавказье,запад,neg
закавказье,турция,neg
закавказье,центр,neg
закавказье,институт,pos
закавказье,восточный европа,neg
закавказье,рф,neg
закавказье,европа,neg
закавказье,восточный европ,neg
иран,ильхам алиев,neg
иран,кавказ,neg
иран,запад,neg
иран,каха каладзе,neg
иран,бижан намдаром занган,pos
иран,тбилиси,pos
иран,москва,pos
иран,грузия,neg
иран,тегеран,pos
хх,турецкий,neg
хх,кавказ,neg
хх,турецкий республика,neg
хх,персия,pos
кемаля кириши,эндрю моффатт,neg
кемаля кириши,кавказ,neg
кемаля кириши,брукингс,pos
кемаля кириши,институт,neg
кемаля кириши,прослеживать кавказский круг,pos
кемаля кириши,вашингтон,pos
советский союз,кавказ,neg
советский союз,турция,pos
советский союз,керим хас,neg
советский союз,международный организация стратегический исследование,neg
советский союз,средний азия,pos
советский союз,нато,neg
конгресс сша,баку,pos
конгресс сша,сша,neg
конгресс сша,тбилиси,pos
конгресс сша,конгресс,neg
kafkas derne,кавказ,neg
kafkas derne,kafkas vakf,neg
kafkas derne,birle,neg
kafkas derne,kafkas dernekleri federasyonu,neg
ереван,турецкий,pos
ереван,москва,neg
эрдогать,кавказ,neg
эрдогать,баку,pos
турецкий,кавказ,neg
турецкий,турецкий республика,pos
турецкий,запад,neg
турецкий,баку,neg
турецкий,турция,pos
турецкий,центр,pos
турецкий,южный осетия,pos
турецкий,юнал чевикоза,pos
турецкий,абхазский,neg
турецкий,су,neg
турецкий,институт,neg
турецкий,персия,pos
турецкий,восточный европа,pos
турецкий,сша,neg
турецкий,тбилиси,neg
турецкий,москва,neg
турецкий,одкб и еаэс,pos
турецкий,ткварчели,pos
турецкий,сухуми,neg
турецкий,европа,pos
турецкий,грузия,pos
турецкий,сергей багапш,neg
турецкий,восточный европ,pos
турецкий,батуми,neg
турецкий,бюлента араз,pos
альянс,тбилиси,pos
альянс,нато,pos
чечня,кавказ,neg
чечня,рф,pos
ильхам алиев,тегеран,neg
эндрю моффатт,кавказ,neg
эндрю моффатт,брукингс,pos
эндрю моффатт,институт,neg
эндрю моффатт,прослеживать кавказский круг,pos
эндрю моффатт,вашингтон,pos
кавказ,турецкий республика,pos
кавказ,запад,neg
кавказ,турция,pos
кавказ,центр,neg
кавказ,керим хас,neg
кавказ,брукингс,pos
кавказ,су,neg
кавказ,международный организация стратегический исследование,pos
кавказ,институт,neg
кавказ,персия,pos
кавказ,восточный европа,neg
кавказ,сирия,neg
кавказ,прослеживать кавказский круг,pos
кавказ,kafkas vakf,neg
кавказ,вашингтон,pos
кавказ,сша,neg
кавказ,рф,pos
кавказ,средний азия,neg
кавказ,москва,pos
кавказ,birle,neg
кавказ,владимир путин,neg
кавказ,европа,neg
кавказ,восточный европ,neg
кавказ,kafkas dernekleri federasyonu,neg
кавказ,украина,pos
кавказ,конрад заштовт,neg
кавказ,бюлента араз,pos
трансадриатический газопровод,баку,neg
трансадриатический газопровод,турция,pos
трансадриатический газопровод,тбилиси,neg
трансадриатический газопровод,нато,pos
павел шлык,украина,pos
павел шлык,крым,neg
курдистан,турция,pos
эльмар мамедьяр,турция,neg
эльмар мамедьяр,москва,neg
турецкий республика,персия,pos
запад,баку,neg
запад,турция,neg
запад,центр,neg
запад,южный осетия,neg
запад,институт,pos
запад,восточный европа,neg
запад,сша,neg
запад,тбилиси,neg
запад,москва,neg
запад,европа,neg
запад,грузия,neg
запад,восточный европ,neg
запад,грузинский мечта,neg
запад,украина,neg
запад,тегеран,neg
запад,михаил саакашвили,neg
баку,турция,pos
баку,су,pos
баку,сирия,pos
баку,сша,pos
баку,тбилиси,pos
баку,москва,pos
баку,одкб и еаэс,pos
баку,исламский республика,pos
баку,нато,pos
баку,конгресс,pos
турция,южный осетия,pos
турция,керим хас,neg
турция,абхазский,neg
турция,су,neg
турция,международный организация стратегический исследование,neg
турция,партия справедливость и развитие,pos
турция,сирия,neg
турция,сша,neg
турция,тбилиси,neg
турция,средний азия,pos
турция,москва,neg
турция,исламский республика,neg
турция,нато,pos
турция,грузия,pos
турция,сергей багапш,neg
турция,конрад заштовт,neg
турция,тегеран,neg
турция,бюлента араз,pos
azerbaycan dostluk derne,gurcistan dostluk derne,neg
azerbaycan dostluk derne,грузинский ассоциация дружба,pos
центр,джеффри манкофф,pos
центр,су,neg
центр,институт,neg
центр,в крцанися,pos
центр,восточный европа,pos
центр,вашингтон,pos
центр,сша,neg
центр,нато,neg
центр,европа,pos
центр,восточный европ,pos
центр,тегеран,neg
южный осетия,тбилиси,neg
южный осетия,москва,neg
южный осетия,грузия,pos
gurcistan dostluk derne,грузинский ассоциация дружба,pos
керим хас,международный организация стратегический исследование,pos
керим хас,средний азия,neg
брукингс,институт,neg
брукингс,прослеживать кавказский круг,neg
брукингс,вашингтон,pos
юнал чевикоза,абхазский,neg
юнал чевикоза,су,neg
юнал чевикоза,сухуми,neg
абхазский,су,pos
абхазский,тбилиси,pos
абхазский,ткварчели,pos
абхазский,нато,pos
абхазский,сухуми,pos
каха каладзе,бижан намдаром занган,pos
каха каладзе,тбилиси,neg
каха каладзе,грузия,neg
каха каладзе,тегеран,neg
джеффри манкофф,вашингтон,pos
джеффри манкофф,сша,neg
джеффри манкофф,европа,pos
су,в крцанися,pos
су,восточный европа,pos
су,сирия,neg
су,цхинвали,pos
су,европа нефть и газ,pos
су,вашингтон,pos
су,сша,pos
су,тбилиси,pos
су,москва,neg
су,одкб и еаэс,pos
су,ткварчели,pos
су,нато,neg
су,сухуми,pos
су,европа,pos
су,грузия,pos
су,восточный европ,pos
су,европейский союз,pos
су,тегеран,pos
бижан намдаром занган,тбилиси,pos
бижан намдаром занган,грузия,pos
бижан намдаром занган,тегеран,pos
международный организация стратегический исследование,средний азия,pos
институт,восточный европа,neg
институт,прослеживать кавказский круг,pos
институт,вашингтон,pos
институт,европа,neg
институт,восточный европ,neg
в крцанися,нато,pos
восточный европа,европа,neg
восточный европа,восточный европ,pos
сирия,москва,pos
сирия,исламский республика,neg
сирия,украина,neg
цхинвали,сухуми,neg
цхинвали,грузия,pos
прослеживать кавказский круг,вашингтон,pos
европа нефть и газ,вашингтон,pos
европа нефть и газ,москва,neg
европа нефть и газ,европа,neg
европа нефть и газ,тегеран,neg
вашингтон,сша,pos
вашингтон,москва,neg
вашингтон,европа,neg
вашингтон,тегеран,pos
сша,тбилиси,pos
сша,европа,pos
сша,конгресс,neg
сша,украина,pos
сша,тегеран,pos
рф,сергей шойгу,neg
тбилиси,москва,neg
тбилиси,нато,neg
тбилиси,грузия,pos
тбилиси,батуми,neg
тбилиси,конгресс,neg
тбилиси,тегеран,pos
москва,одкб и еаэс,pos
москва,европа,pos
москва,грузия,pos
москва,европейский союз,pos
москва,тегеран,pos
одкб и еаэс,нато,neg
исламский республика,исламский республика,neg
birle,kafkas dernekleri federasyonu,neg
нато,грузия,pos
нато,украина,pos
сухуми,грузия,pos
европа,восточный европ,neg
европа,тегеран,neg
грузия,европейский союз,pos
грузия,украина,neg
грузия,тегеран,pos
грузинский мечта,михаил саакашвили,pos
украина,крым,neg
