first,second,ans
маньчжурия,ес,pos
маньчжурия,курильский остров,neg
маньчжурия,россия,neg
маньчжурия,амур,pos
маньчжурия,ва,pos
маньчжурия,хоккайдо,pos
маньчжурия,китай,pos
маньчжурия,азия,neg
маньчжурия,приамурья,pos
маньчжурия,япония,pos
дальний восток,ес,pos
дальний восток,восток,pos
дальний восток,россия,neg
дальний восток,ва,pos
дальний восток,забайкалье,pos
дальний восток,передний,pos
дальний восток,дальний восток,pos
дальний восток,азия,pos
дальний восток,атр,pos
дальний восток,средний азия,pos
дальний восток,корея,neg
дальний восток,япония,neg
дальний восток,сва,neg
си цзиньпин,ес,neg
си цзиньпин,ва,neg
си цзиньпин,шанхай,pos
си цзиньпин,азия,neg
си цзиньпин,рк,pos
пекин,ес,neg
пекин,россия,neg
пекин,ва,pos
пекин,запад,neg
пекин,сеул,neg
пекин,кремль,neg
пекин,азия,neg
пекин,вашингтон,pos
пекин,сша,neg
пекин,атр,pos
пекин,москва,neg
пекин,восточный,neg
пекин,сва,neg
аляска,ес,pos
аляска,евразия,pos
аляска,россия,neg
аляска,ва,pos
аляска,калифорния,neg
аляска,азия,pos
аляска,сша,pos
аляска,чукотка,pos
аляска,тихий океан,pos
аляска,европа,neg
аляска,восточный,pos
аляска,колыма,neg
диалог кооперативный безопасность,ва,pos
диалог кооперативный безопасность,дэвид дьюит,pos
диалог кооперативный безопасность,north pacific cooperative security dialogue – npcsd,neg
диалог кооперативный безопасность,дьюит,pos
ес,мохатхир мохамад,neg
ес,евразия,neg
ес,восток,neg
ес,тихоокеанский флот,pos
ес,вьетнам,neg
ес,россия,neg
ес,цин,pos
ес,амур,neg
ес,индия,neg
ес,советский союз,neg
ес,австралия,neg
ес,ва,pos
ес,тихоокеанский бассейн,pos
ес,непознанный,pos
ес,республика корея,neg
ес,забайкалье,neg
ес,запад,neg
ес,китай,neg
ес,сеул,neg
ес,кндр,neg
ес,передний,pos
ес,кремль,neg
ес,тихоокеанский регион,pos
ес,южный азия,pos
ес,шанхай,pos
ес,азия,neg
ес,вашингтон,pos
ес,сша,neg
ес,рф,neg
ес,атр,neg
ес,чукотка,pos
ес,средний азия,neg
ес,москва,neg
ес,тихий океан,pos
ес,южный корея,pos
ес,тайвань,neg
ес,корея,neg
ес,джо кларк,neg
ес,запасть,neg
ес,европа,neg
ес,япония,pos
ес,рк,neg
ес,восточный,neg
ес,малайзия,neg
ес,колыма,neg
ес,канада,neg
ес,сва,neg
мохатхир мохамад,восток,neg
мохатхир мохамад,ва,pos
мохатхир мохамад,малайзия,neg
евразия,россия,neg
евразия,цин,neg
евразия,амур,pos
евразия,калифорния,neg
евразия,азия,neg
евразия,восточный,neg
курильский остров,россия,pos
курильский остров,амур,pos
курильский остров,хоккайдо,pos
курильский остров,китай,pos
курильский остров,приамурья,pos
курильский остров,япония,pos
половина эванс,ва,pos
половина эванс,тихий океан,pos
половина эванс,канада,neg
половина эванс,сва,neg
восток,вьетнам,pos
восток,россия,pos
восток,индия,neg
восток,ва,pos
восток,республика корея,neg
восток,забайкалье,neg
восток,запад,neg
восток,передний,pos
восток,тихоокеанский регион,pos
восток,южный азия,pos
восток,азия,pos
восток,атр,pos
восток,средний азия,pos
восток,москва,neg
восток,корея,neg
восток,япония,pos
восток,восточный,pos
восток,малайзия,neg
восток,сва,pos
тихоокеанский флот,россия,neg
тихоокеанский флот,ва,pos
тихоокеанский флот,сша,neg
тихоокеанский флот,атр,neg
вьетнам,индия,neg
вьетнам,ва,pos
вьетнам,республика корея,pos
вьетнам,тихоокеанский регион,pos
вьетнам,южный азия,pos
вьетнам,азия,pos
вьетнам,корея,neg
вьетнам,восточный,pos
россия,амур,neg
россия,индия,pos
россия,советский союз,neg
россия,австралия,neg
россия,ва,neg
россия,хоккайдо,pos
россия,республика корея,pos
россия,афганистан,pos
россия,запад,neg
россия,калифорния,pos
россия,китай,pos
россия,кндр,pos
россия,пакистан,pos
россия,передний,pos
россия,тихоокеанский регион,neg
россия,азия,neg
россия,вашингтон,neg
россия,сша,neg
россия,рф,pos
россия,атр,pos
россия,средний азия,neg
россия,москва,neg
россия,тихий океан,neg
россия,южный корея,pos
россия,тайвань,neg
россия,корея,pos
россия,европа,neg
россия,приамурья,pos
россия,япония,pos
россия,восточный,neg
россия,канада,pos
россия,сва,pos
врп,ва,pos
цин,амур,pos
цин,азия,pos
цин,восточный,pos
амур,хоккайдо,pos
амур,китай,neg
амур,азия,pos
амур,чукотка,pos
амур,приамурья,neg
амур,япония,pos
амур,восточный,pos
индия,ва,neg
индия,республика корея,pos
индия,афганистан,neg
индия,пакистан,pos
индия,тихоокеанский регион,neg
индия,южный азия,neg
индия,азия,neg
индия,корея,neg
индия,восточный,neg
индия,канада,neg
советский союз,ва,neg
советский союз,китай,neg
австралия,европа,neg
ва,республика корея,neg
ва,забайкалье,neg
ва,запад,neg
ва,китай,neg
ва,сеул,pos
ва,кндр,neg
ва,передний,neg
ва,кремль,neg
ва,тихоокеанский регион,pos
ва,дэвид дьюит,neg
ва,южный азия,pos
ва,шанхай,pos
ва,азия,pos
ва,вашингтон,pos
ва,north pacific cooperative security dialogue – npcsd,neg
ва,дьюит,neg
ва,сша,pos
ва,рф,neg
ва,атр,pos
ва,чукотка,pos
ва,средний азия,pos
ва,москва,neg
ва,тихий океан,pos
ва,южный корея,pos
ва,тайвань,pos
ва,корея,neg
ва,джо кларк,pos
ва,запасть,neg
ва,европа,neg
ва,япония,pos
ва,рк,neg
ва,восточный,pos
ва,малайзия,neg
ва,колыма,neg
ва,канада,neg
ва,сва,neg
хоккайдо,китай,neg
хоккайдо,приамурья,pos
хоккайдо,япония,pos
республика корея,республика корея,pos
республика корея,кндр,pos
республика корея,тихоокеанский регион,pos
республика корея,южный азия,pos
республика корея,азия,neg
республика корея,тихий океан,pos
республика корея,тайвань,neg
республика корея,корея,pos
республика корея,япония,pos
республика корея,восточный,neg
республика корея,канада,pos
афганистан,пакистан,pos
афганистан,канада,pos
забайкалье,атр,neg
запад,тихоокеанский регион,neg
запад,азия,neg
запад,сша,neg
запад,запасть,neg
запад,восточный,neg
калифорния,азия,pos
калифорния,восточный,neg
китай,кндр,neg
китай,азия,neg
китай,вашингтон,pos
китай,атр,pos
китай,москва,pos
китай,южный корея,neg
китай,корея,neg
китай,европа,neg
китай,приамурья,pos
китай,япония,neg
китай,восточный,neg
китай,сва,neg
сеул,азия,neg
сеул,вашингтон,neg
сеул,атр,pos
сеул,москва,neg
сеул,восточный,neg
сеул,сва,pos
кндр,тихий океан,pos
кндр,тайвань,neg
кндр,корея,neg
кндр,япония,pos
кндр,рк,neg
кндр,канада,neg
пакистан,канада,neg
передний,азия,neg
передний,средний азия,neg
кремль,москва,pos
кремль,восточный,neg
тихоокеанский регион,южный азия,pos
тихоокеанский регион,азия,neg
тихоокеанский регион,сша,neg
тихоокеанский регион,рф,neg
тихоокеанский регион,атр,neg
тихоокеанский регион,тайвань,neg
тихоокеанский регион,корея,neg
тихоокеанский регион,европа,pos
тихоокеанский регион,япония,pos
тихоокеанский регион,восточный,pos
тихоокеанский регион,канада,neg
дэвид дьюит,north pacific cooperative security dialogue – npcsd,neg
дэвид дьюит,дьюит,neg
южный азия,азия,pos
южный азия,корея,neg
южный азия,восточный,pos
шанхай,азия,pos
шанхай,рк,pos
азия,вашингтон,pos
азия,сша,pos
азия,атр,pos
азия,чукотка,pos
азия,средний азия,pos
азия,москва,neg
азия,корея,neg
азия,лозунг,neg
азия,европа,neg
азия,япония,pos
азия,рк,neg
азия,восточный,pos
азия,колыма,neg
азия,сва,neg
вашингтон,атр,pos
вашингтон,москва,neg
вашингтон,тихий океан,pos
вашингтон,европа,neg
вашингтон,восточный,pos
вашингтон,сва,neg
north pacific cooperative security dialogue – npcsd,дьюит,pos
сша,атр,neg
сша,тихий океан,pos
сша,тайвань,pos
сша,корея,neg
сша,европа,pos
сша,япония,pos
сша,восточный,pos
сша,канада,neg
сша,сва,neg
рф,атр,pos
рф,европа,neg
атр,москва,pos
атр,европа,pos
атр,восточный,pos
атр,сва,pos
чукотка,европа,pos
чукотка,колыма,neg
москва,европа,pos
москва,восточный,neg
москва,сва,neg
тихий океан,тихий океан,pos
тихий океан,тайвань,neg
тихий океан,корея,neg
тихий океан,япония,pos
тихий океан,восточный,pos
тихий океан,канада,neg
тихий океан,сва,neg
южный корея,корея,neg
южный корея,япония,pos
тайвань,корея,neg
тайвань,япония,pos
тайвань,рк,neg
тайвань,канада,neg
корея,япония,pos
корея,восточный,neg
корея,канада,neg
корея,сва,pos
джо кларк,рк,neg
джо кларк,канада,neg
европа,колыма,neg
приамурья,япония,pos
япония,рк,neg
япония,канада,neg
япония,сва,neg
рк,восточный,neg
рк,канада,pos
восточный,сва,pos
канада,сва,pos
