first,second,ans
совет безопасность,вашингтон,neg
совет безопасность,оон,pos
андропов,цк,pos
андропов,женевский переговор,pos
андропов,маргарета тэтчер,neg
андропов,кпсс,neg
андропов,великобритания,pos
андропов,сша,pos
андропов,москва,pos
андропов,джордж буш,pos
андропов,юрий андропов,pos
вильгельм,николай,pos
вильгельм,ес,neg
сми,ес,neg
сми,россия,neg
сми,америка,pos
серж моск,ес,neg
серж моск,разработать,pos
чёрный мор,чёрный мор,pos
чёрный мор,ес,pos
чёрный мор,россия,pos
чёрный мор,ирак,neg
чёрный мор,нато,neg
чёрный мор,украина,pos
западный берлин,запад,neg
западный берлин,фрг,neg
западный берлин,берлинский стена,pos
западный берлин,москва,neg
западный берлин,джон кеннеди,neg
арктика,ес,pos
арктика,россия,neg
арктика,северный ледовитый океан,pos
арктика,вашингтон,pos
польша,ес,neg
польша,румыния,neg
польша,прибалтика,pos
абхазия,саакашвили,neg
абхазия,южный осетия,pos
цк,советский союз,pos
цк,франция,pos
цк,ес,pos
цк,германия,pos
цк,россия,pos
цк,женевский переговор,pos
цк,кпсс,neg
цк,турция,neg
цк,высоцкий,pos
цк,бранденбургский ворота,pos
цк,суэцкий,neg
цк,юрий андропов,pos
цк,испания,neg
советский союз,франция,pos
советский союз,ес,neg
советский союз,куб,neg
советский союз,советский союз,pos
советский союз,америка,pos
советский союз,высоцкий,neg
советский союз,великобритания,pos
кнр,дуглас макартур,neg
кнр,ес,pos
кнр,россия,pos
кнр,трумэн,pos
кнр,оон,pos
карибский кризис,карибский кризис,neg
карибский кризис,ес,pos
карибский кризис,россия,pos
карибский кризис,карибский кризис кремль,neg
карибский кризис,америка,pos
карибский кризис,белый дом,pos
карибский кризис,кремль,neg
карибский кризис,сша,neg
карибский кризис,итог,neg
дуглас макартур,трумэн,neg
дуглас макартур,оон,pos
анатолий добрынин,роберт кеннеди,neg
анатолий добрынин,нато,pos
балканский полуостров,россия,pos
балканский полуостров,америка,pos
николай,ес,neg
берингов мор,чукотский мор,pos
берингов мор,берингов пролив,pos
глобальный антитеррористический коалиция,ес,pos
глобальный антитеррористический коалиция,ирак,neg
евросоюз,ес,neg
евросоюз,россия,neg
евросоюз,сша,neg
мюнхенский конференция доклад,ес,pos
мюнхенский конференция доклад,мюнхенский конференция,neg
франция,ес,pos
франция,бисмарк,pos
франция,германия,pos
франция,великобритания,pos
франция,нато,neg
мсясти,белый дом,pos
мсясти,фрг,pos
мсясти,нато,neg
ес,русский,neg
ес,куб,neg
ес,госдепартамент,neg
ес,владимир путин,neg
ес,россия,neg
ес,карибский кризис кремль,neg
ес,седан,neg
ес,иран,neg
ес,договор рсмд,neg
ес,разработать,neg
ес,сверхдержава,neg
ес,цру,pos
ес,америка,neg
ес,константин черненко,neg
ес,белый дом,pos
ес,афганистан,neg
ес,игил,neg
ес,впк,neg
ес,ельцин,neg
ес,дмитрий устинов,neg
ес,парижский процесс,pos
ес,яо,pos
ес,приштина,neg
ес,высоцкий,neg
ес,кндр,neg
ес,босния,pos
ес,ирак,neg
ес,евразийский экономический союз,neg
ес,осв,pos
ес,кремль,neg
ес,румыния,neg
ес,сирия,neg
ес,мюнхенский конференция,neg
ес,париж,pos
ес,северный ледовитый океан,neg
ес,французский империя,pos
ес,вашингтон,pos
ес,сша,neg
ес,берлинский стена,pos
ес,москва,neg
ес,суэцкий,neg
ес,путин,neg
ес,прибалтика,pos
ес,тихий океан,pos
ес,нато,pos
ес,европа,neg
ес,япония,pos
ес,итог,neg
ес,кгб,neg
ес,рсмд,neg
ес,оон,pos
ес,владимир печатновый,neg
ес,украина,pos
ес,крым,neg
ес,российский государство в коррупция,neg
ес,основополагающий акт,pos
ес,испания,neg
русский,америка,neg
русский,сша,neg
госдепартамент,россия,pos
госдепартамент,сша,pos
саакашвили,америка,neg
саакашвили,южный осетия,pos
саакашвили,нато,neg
саакашвили,европа,neg
чукотский мор,берингов пролив,pos
владимир путин,белый дом,pos
владимир путин,владимир путин,pos
владимир путин,путин,neg
владимир путин,мюнхенский речь,pos
женева,джордж шульц,neg
вьетнам,америка,pos
германия,осв,pos
германия,вашингтон,pos
россия,будапештский,neg
россия,америка,neg
россия,белый дом,pos
россия,впк,neg
россия,ельцин,neg
россия,холодный мир,pos
россия,борис ельцин,pos
россия,приштина,pos
россия,босния,pos
россия,ирак,pos
россия,сирия,neg
россия,северный ледовитый океан,neg
россия,вашингтон,neg
россия,сша,neg
россия,российский федерация,pos
россия,москва,neg
россия,нато,neg
россия,грузия,neg
россия,япония,pos
россия,оон,pos
россия,украина,neg
россия,крым,pos
россия,основополагающий акт,pos
россия,сбс,pos
женевский переговор,кпсс,neg
женевский переговор,юрий андропов,neg
карибский кризис кремль,белый дом,pos
карибский кризис кремль,кремль,neg
карибский кризис кремль,итог,neg
джон льюис гэддис,америка,pos
седан,организация,pos
седан,оон,pos
будапештский,ельцин,neg
будапештский,холодный мир,pos
будапештский,борис ельцин,pos
будапештский,нато,pos
будапештский,сбс,neg
иран,яо,neg
иран,кндр,neg
движение неприсоединение,организация,pos
договор рсмд,рсмд,neg
разработать,америка,neg
разработать,яо,pos
сверхдержава,америка,neg
сверхдержава,владимир печатновый,neg
цру,америка,pos
цру,кгб,neg
маргарета тэтчер,великобритания,pos
маргарета тэтчер,сша,pos
маргарета тэтчер,москва,neg
маргарета тэтчер,джордж буш,pos
америка,яо,pos
америка,сша,pos
америка,москва,neg
америка,нато,pos
америка,европа,neg
америка,кгб,neg
америка,оон,pos
америка,владимир печатновый,pos
константин черненко,дмитрий устинов,neg
константин черненко,осв,pos
константин черненко,итог,neg
белый дом,кремль,pos
белый дом,путин,pos
белый дом,итог,pos
белый дом,российский государство в коррупция,pos
организация,оон,pos
игил,вашингтон,neg
игил,москва,pos
кпсс,юрий андропов,pos
трумэн,оон,pos
запад,фрг,neg
запад,берлинский стена,pos
запад,москва,neg
запад,джон кеннеди,neg
ельцин,холодный мир,pos
ельцин,борис ельцин,pos
ельцин,вашингтон,pos
ельцин,сша,neg
ельцин,нато,pos
ельцин,сбс,neg
холодный мир,борис ельцин,pos
холодный мир,нато,neg
холодный мир,сбс,pos
дмитрий устинов,осв,pos
дмитрий устинов,итог,neg
борис ельцин,нато,pos
борис ельцин,сбс,neg
парижский процесс,париж,pos
парижский процесс,европа,pos
южный корея,кндр,neg
южный корея,сша,neg
яо,кндр,neg
приштина,босния,pos
кндр,сша,neg
евразийский экономический союз,сша,neg
евразийский экономический союз,путин,neg
великобритания,сша,pos
великобритания,москва,neg
великобритания,джордж буш,pos
великобритания,европа,neg
осв,вашингтон,pos
осв,итог,neg
кремль,путин,pos
кремль,итог,neg
румыния,прибалтика,pos
сирия,вашингтон,neg
сирия,украина,neg
фрг,берлинский стена,pos
фрг,москва,neg
фрг,нато,neg
фрг,джон кеннеди,pos
париж,вашингтон,pos
париж,москва,neg
париж,европа,pos
северный ледовитый океан,вашингтон,neg
французский империя,вашингтон,pos
французский империя,москва,neg
вашингтон,сша,pos
вашингтон,российский федерация,neg
вашингтон,москва,neg
вашингтон,нато,pos
вашингтон,оон,pos
вашингтон,крым,neg
сша,российский федерация,neg
сша,берлинский стена,pos
сша,москва,neg
сша,путин,pos
сша,нато,neg
сша,джордж буш,pos
сша,европа,pos
сша,украина,pos
сша,крым,neg
российский федерация,крым,pos
берлинский стена,москва,neg
берлинский стена,джон кеннеди,pos
москва,нато,neg
москва,джордж буш,pos
москва,джон кеннеди,pos
москва,грузия,pos
москва,крым,neg
москва,основополагающий акт,pos
путин,мюнхенский речь,neg
роберт кеннеди,нато,neg
нато,европа,pos
нато,украина,pos
нато,основополагающий акт,pos
нато,сбс,neg
итог,украина,pos
